cnic,full_name,city,vehicle_score,utility_score,property_score,travel_score,tax_gap_score,lifestyle_index,ml_anomaly_score,tax_deviation_score,flagged,audit_trail
35207-9265099-5,Tariq Bajwa,Multan,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,757,325 | Monthly utility consumption: Max bill PKR 13,973 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35205-9031090-1,Salman Butt,Islamabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 3,145,319 | Monthly utility consumption: Max bill PKR 15,274 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35201-9997198-6,Junaid Malik,Faisalabad,0,20,0,0,10,6.0,13.969747735842585,10.38,0,"Filer with declared annual income PKR 4,598,060 | Monthly utility consumption: Max bill PKR 23,823 | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk)"
35202-7540942-4,Muhammad Bajwa,Multan,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,998,492 | Owns 2 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 23,483 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35209-2844977-7,Asad Ali,Islamabad,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 2,718,063 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 9,056 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35207-2122076-7,Junaid Bajwa,Rawalpindi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,472,417 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 15,238 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35204-5812383-3,Junaid Mehmood,Rawalpindi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,182,471 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 5,112 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35205-7283790-3,Salman Zafar,Karachi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,818,526 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 6,003 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35204-6820323-7,Osman Dar,Rawalpindi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 2,944,682 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 5,309 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35209-4108878-7,Ali Nawaz,Multan,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,925,719 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 22,184 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35207-1950545-6,Waqas Zafar,Lahore,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,801,037 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 23,674 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35209-1634377-1,Yasir Nawaz,Karachi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,097,941 | Owns 2 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 19,527 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35208-6121389-3,Umar Sheikh,Multan,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,043,982 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 21,340 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35207-9245093-4,Bilal Mehmood,Lahore,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 1,516,773 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 12,040 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35204-4819310-7,Yasir Malik,Lahore,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,038,083 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 6,051 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35201-8041967-9,Yasir Nawaz,Karachi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 2,952,643 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 8,364 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35201-2902314-1,Yasir Mehmood,Rawalpindi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 2,664,796 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 8,129 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35204-5648583-4,Umar Nawaz,Islamabad,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,999,044 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 6,631 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35209-1365290-9,Zain Butt,Faisalabad,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,505,255 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 11,693 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35201-8686098-5,Bilal Butt,Karachi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,724,726 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 8,392 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35202-8598157-5,Farhan Nawaz,Rawalpindi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,401,913 | Owns 2 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 18,988 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35204-8808597-5,Tariq Mahmood,Faisalabad,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,928,591 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 21,958 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35204-5960550-6,Zain Sheikh,Lahore,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,922,424 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 18,959 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35206-1833349-2,Rizwan Mahmood,Multan,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,722,651 | Owns 3 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 7,399 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35209-3044444-3,Zain Mehmood,Lahore,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,669,414 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 18,931 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35209-7726646-9,Faisal Qureshi,Lahore,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,312,875 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 15,600 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35205-8018488-3,Zain Sheikh,Faisalabad,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,427,840 | Owns 2 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 3,154 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35209-9782396-1,Salman Raza,Lahore,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,652,001 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 14,712 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35202-4712273-5,Umar Malik,Lahore,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 1,501,751 | Owns 3 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 4,419 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35205-4342172-4,Tariq Butt,Islamabad,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,259,360 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 16,206 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35204-6796497-6,Osman Butt,Karachi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,975,671 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 5,840 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35201-7480938-5,Rizwan Akhtar,Karachi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,464,928 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 3,081 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35205-6124851-8,Abdullah Malik,Islamabad,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,569,916 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 11,380 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35201-7339134-6,Junaid Ahmed,Karachi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 3,531,525 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 3,676 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35204-3673998-3,Farhan Qureshi,Karachi,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,161,633 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 21,044 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35202-8076509-4,Asad Mahmood,Multan,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,116,854 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 4,049 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35206-5815436-2,Asad Butt,Multan,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,135,896 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 23,956 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35205-3960165-1,Bilal Khan,Lahore,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 2,804,012 | Owns 2 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 15,477 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
35207-7646247-2,Asad Khan,Islamabad,20,20,0,50,10,17.5,4.166165307300185,10.17,0,"Filer with declared annual income PKR 4,515,538 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 8,139 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk)"
